LAS,YyrnMZ1HbH,saBtBiX26,-132.0862,3DISu13b,30.9906,kI0yV07l
LAS,znpcRXSWF,cacGA7juicB0,-47.852,-47.8106,cBnCiRX20bs
LAS,CNwGnBtu6J,-56.2652,-47.7394,PmV07kIbIbCQ
LAS,amYyrnTm85,-3.8363,64.5623,bLll14UkJQL
LAS,oDsVkTJ6iQSL,Lu50nC56,89.0863,67.6909,D2rX50k
LAS,OcxQwCwG4oF,Pmv07kToEot8,88.7563,38.7531,sSz07Ke9y
LAS,eNh6Kc2iyEutr,76.0161,69.0464,zgg5v7wcqr
LAS,Qhgm5JQvNW,YnnKSUUXjoAa,148.9332,-40.4762,kCKHV0Y1upA5y
LAS,n5JbvQzm4MT,0.xtracts.264,77.7971,grpV07KvQ8EdV
LAS,QVkj8k0oTa,jrteoIbwp,-148.4879,43.7234,Pmv50Grp
LAS,zcqIb5MTQoJ,0.35.5052,89.0064,PX9AXIbVr
LAS,Szv6tMOAOoT,vjmZTvQ9Gx,-23.8332,47.751,PThHK8vQ9EXA
LAS,GMOI6uX4F,Zg5jBAK6v,102.094,67.7909,D5LyyChIl61r
LAS,HVPeoTq6m,N1C90K4f,70.911,83.4562,2rX4572,gTRahYvNp
LAS,frlgmBtu7v6,9wCxOm5OS,128.1752,86.0064,vfLbVkkV0K0
LAS,pThHK98oCG4x,qCGXofEeh,47.9332,44.6234,PpVkj9AxI
LAS,bLQIqpi2wF,-140.0179,-45.4878,9FKVJ5RkI5w
LAS,wG2vUFj7h,3JUNxG7vNj,117.5614,33.5627,4CiSAULhG7P
LAS,5KYK0I1rM,cLll8wP0yR53,-4.4242,-16.6234,U4CiOfa2r
LAS,frlmSzpX86,129.1371,70.1777,sSz24TOa0k
LAS,saBtCReQiQIV,-45.4952,75.4871,gLjZtfJhCRe,-18.586,41.5826,PtlGl5dQ8
LAS,cYh6uKNJ5K1,8RX9BwCwG7,75.0064,-41.0531,kCiPbv07iA
LAS,p2rX20S,qg2g0yYaOyEeh,89.6362,62.5627,4CiOfA6u
LAS,qg2RYtkKVJJ,6sS4HOgtrKV,129.4561,75.084,xvfCHIl62bA6J
LAS,QhmYvNTP6o,NqgJ7ven,106.9989,86.3371,Pv7hX9DISu
LAS,TEGJsULh5e7f,-133.8871,86.0064,3HVq30EOw
LAS,euk1Om073eI0eM,121.5726,144.6031,KVH8PVfcS
LAS,Ys3g4tJKF,Zg7jujujujuXss,-18.9998,-58.6032,ZggKiChI6P
LAS,oaQoTv9Fq2,-129.9906,-46.9818,lj5kr0yC5P
LAS,sSGTbMVf2O,TGT2gTRvB,-89.0158,77.0064,Y1upA4WD
LAS,YyrnKSUvsN8Y,6BnChUqAxI,174.0463,-38.883,3HV0yChIl62bHr
LAS,3IS3uKNJbW,3gJiOfaHPj,48.9986,-86.1385,vkaZh5waZ
